2024-09-19 03:04:06,1726715046.417473,1726715050,-24.8181,6.9894
2024-09-19 03:04:06,1726715346.5988772,1726715350,-37.9705,22.4156
2024-09-19 03:04:06,1726715646.7991464,1726715651,-47.8482,44.0097
2024-09-19 03:04:06,1726715949.9942276,1726715954,-51.6133,72.6496
2024-09-19 03:04:06,1726716267.1887734,1726716271,-47.0183,102.1241
2024-09-19 03:04:06,1726716567.3749893,1726716571,-36.6439,122.9605
2024-09-19 03:04:06,1726716867.5518434,1726716872,-23.2050,137.9374
2024-09-19 03:04:06,1726717167.7371528,1726717172,-8.4304,149.7758
2024-09-19 03:04:06,1726717477.9269214,1726717482,7.2623,160.9979
2024-09-19 03:04:06,1726717779.1071208,1726717783,22.1868,172.7742
2024-09-19 03:04:06,1726718082.375594,1726718086,35.8997,-172.3698
2024-09-19 03:04:06,1726718382.5534263,1726718387,46.5672,-151.8397
2024-09-19 03:04:06,1726718682.7400076,1726718687,51.5355,-124.2836
2024-09-19 03:04:06,1726718983.9327307,1726718988,48.6441,-95.3129
2024-09-19 03:04:06,1726719284.473078,1726719288,39.2499,-72.7750
2024-09-19 03:04:06,1726719591.7035987,1726719596,25.9595,-56.4323
